Year;River Segments;Migracion (m/year);Periodo;Zone
2004-2008;1;8.6218;Moderate mining;A1
2004-2008;1;1.4423;Moderate mining;A1
2004-2008;1;1.4658;Moderate mining;A1
2004-2008;1;1.4758;Moderate mining;A1
2004-2008;1;1.4540;Moderate mining;A1
2004-2008;1;8.7468;Moderate mining;A1
2004-2008;1;8.7190;Moderate mining;A1
2004-2008;1;1.4678;Moderate mining;A1
2004-2008;1;1.5160;Moderate mining;A1
2004-2008;1;1.6575;Moderate mining;A1
2004-2008;1;1.9868;Moderate mining;A1
2004-2008;1;2.4005;Moderate mining;A1
2004-2008;1;2.7568;Moderate mining;A1
2004-2008;1;3.0593;Moderate mining;A1
2004-2008;1;6.8090;Moderate mining;A1
2004-2008;1;6.4428;Moderate mining;A1
2004-2008;1;6.2420;Moderate mining;A1
2004-2008;1;6.2485;Moderate mining;A1
2004-2008;1;6.4900;Moderate mining;A1
2004-2008;1;6.9278;Moderate mining;A1
2004-2008;1;6.6410;Moderate mining;A1
2004-2008;1;8.2618;Moderate mining;A1
2004-2008;1;9.6430;Moderate mining;A1
2004-2008;1;10.7608;Moderate mining;A1
2004-2008;1;7.2125;Moderate mining;A1
2004-2008;1;7.2890;Moderate mining;A1
2004-2008;1;7.5323;Moderate mining;A1
2004-2008;1;12.4380;Moderate mining;A1
2004-2008;1;12.4763;Moderate mining;A1
2004-2008;1;6.2575;Moderate mining;A1
2004-2008;1;9.4128;Moderate mining;A1
2004-2008;1;7.5828;Moderate mining;A1
2004-2008;1;2.4318;Moderate mining;A1
2004-2008;1;4.3890;Moderate mining;A1
2004-2008;1;13.1895;Moderate mining;A1
2004-2008;1;22.9868;Moderate mining;A1
2004-2008;1;24.1340;Moderate mining;A1
2004-2008;1;16.4395;Moderate mining;A1
2004-2008;1;10.6785;Moderate mining;A1
2004-2008;1;10.0058;Moderate mining;A1
2004-2008;1;5.7440;Moderate mining;A1
2004-2008;1;11.3840;Moderate mining;A1
2004-2008;1;11.3443;Moderate mining;A1
2004-2008;1;14.8718;Moderate mining;A1
2004-2008;1;12.8628;Moderate mining;A1
2004-2008;1;19.8815;Moderate mining;A1
2004-2008;1;23.4340;Moderate mining;A1
2008-2012;1;11.0418;Intensive mining;A1
2008-2012;1;7.0830;Intensive mining;A1
2008-2012;1;4.7965;Intensive mining;A1
2008-2012;1;4.4008;Intensive mining;A1
2008-2012;1;5.0015;Intensive mining;A1
2008-2012;1;4.9348;Intensive mining;A1
2008-2012;1;4.2800;Intensive mining;A1
2008-2012;1;3.0170;Intensive mining;A1
2008-2012;1;1.8013;Intensive mining;A1
2008-2012;1;2.5588;Intensive mining;A1
2008-2012;1;4.0660;Intensive mining;A1
2008-2012;1;4.5963;Intensive mining;A1
2008-2012;1;3.5373;Intensive mining;A1
2008-2012;1;1.4590;Intensive mining;A1
2008-2012;1;1.5533;Intensive mining;A1
2008-2012;1;4.2890;Intensive mining;A1
2008-2012;1;12.4805;Intensive mining;A1
2008-2012;1;19.4243;Intensive mining;A1
2008-2012;1;16.3153;Intensive mining;A1
2008-2012;1;12.1855;Intensive mining;A1
2008-2012;1;10.5185;Intensive mining;A1
2008-2012;1;7.1443;Intensive mining;A1
2008-2012;1;3.1855;Intensive mining;A1
2008-2012;1;11.1755;Intensive mining;A1
2008-2012;1;10.6853;Intensive mining;A1
2008-2012;1;4.5850;Intensive mining;A1
2008-2012;1;4.6515;Intensive mining;A1
2008-2012;1;5.5590;Intensive mining;A1
2008-2012;1;7.7755;Intensive mining;A1
2008-2012;1;10.0615;Intensive mining;A1
2008-2012;1;17.2030;Intensive mining;A1
2008-2012;1;16.2640;Intensive mining;A1
2008-2012;1;8.1695;Intensive mining;A1
2008-2012;1;6.6185;Intensive mining;A1
2008-2012;1;8.6655;Intensive mining;A1
2008-2012;1;18.1490;Intensive mining;A1
2008-2012;1;18.0528;Intensive mining;A1
2008-2012;1;8.1183;Intensive mining;A1
2008-2012;1;8.0060;Intensive mining;A1
2008-2012;1;4.3028;Intensive mining;A1
2008-2012;1;4.7020;Intensive mining;A1
2008-2012;1;5.2550;Intensive mining;A1
2008-2012;1;14.8108;Intensive mining;A1
2008-2012;1;15.6120;Intensive mining;A1
2008-2012;1;6.5178;Intensive mining;A1
2008-2012;1;2.8288;Intensive mining;A1
2008-2012;1;2.6603;Intensive mining;A1
2008-2012;1;7.3040;Intensive mining;A1
2008-2012;1;16.0965;Intensive mining;A1
2008-2012;1;15.5190;Intensive mining;A1
2008-2012;1;6.6593;Intensive mining;A1
2008-2012;1;5.8348;Intensive mining;A1
2008-2012;1;5.2473;Intensive mining;A1
2008-2012;1;5.3898;Intensive mining;A1
2008-2012;1;4.6138;Intensive mining;A1
2008-2012;1;4.9188;Intensive mining;A1
2008-2012;1;4.9738;Intensive mining;A1
2008-2012;1;5.2780;Intensive mining;A1
2008-2012;1;4.8015;Intensive mining;A1
2008-2012;1;5.3555;Intensive mining;A1
2008-2012;1;6.0165;Intensive mining;A1
2008-2012;1;5.4995;Intensive mining;A1
2008-2012;1;4.8065;Intensive mining;A1
2008-2012;1;4.3018;Intensive mining;A1
2008-2012;1;4.2958;Intensive mining;A1
2008-2012;1;4.7455;Intensive mining;A1
2008-2012;1;5.5375;Intensive mining;A1
2008-2012;1;6.1938;Intensive mining;A1
2008-2012;1;5.9993;Intensive mining;A1
2008-2012;1;4.8405;Intensive mining;A1
2008-2012;1;3.3593;Intensive mining;A1
2008-2012;1;2.0213;Intensive mining;A1
2008-2012;1;1.0153;Intensive mining;A1
2008-2012;1;0.2790;Intensive mining;A1
2008-2012;1;0.4390;Intensive mining;A1
2008-2012;1;10.8208;Intensive mining;A1
2008-2012;1;10.7760;Intensive mining;A1
2008-2012;1;10.6495;Intensive mining;A1
2008-2012;1;1.7393;Intensive mining;A1
2008-2012;1;2.4773;Intensive mining;A1
2008-2012;1;10.0698;Intensive mining;A1
2008-2012;1;9.7305;Intensive mining;A1
2008-2012;1;9.3373;Intensive mining;A1
2008-2012;1;8.7620;Intensive mining;A1
2008-2012;1;3.8800;Intensive mining;A1
2008-2012;1;3.4753;Intensive mining;A1
2008-2012;1;3.0428;Intensive mining;A1
2008-2012;1;2.9283;Intensive mining;A1
2008-2012;1;3.1560;Intensive mining;A1
2008-2012;1;3.4810;Intensive mining;A1
2008-2012;1;3.7368;Intensive mining;A1
2008-2012;1;3.8918;Intensive mining;A1
2008-2012;1;4.1063;Intensive mining;A1
2008-2012;1;4.3798;Intensive mining;A1
2008-2012;1;4.7040;Intensive mining;A1
2008-2012;1;5.9725;Intensive mining;A1
2008-2012;1;5.7920;Intensive mining;A1
2008-2012;1;5.6955;Intensive mining;A1
2008-2012;1;5.0258;Intensive mining;A1
2008-2012;1;4.6633;Intensive mining;A1
2008-2012;1;4.2580;Intensive mining;A1
2008-2012;1;3.9628;Intensive mining;A1
2008-2012;1;3.8800;Intensive mining;A1
2008-2012;1;3.9955;Intensive mining;A1
2008-2012;1;4.2573;Intensive mining;A1
2008-2012;1;4.5943;Intensive mining;A1
2008-2012;1;4.9023;Intensive mining;A1
2008-2012;1;4.9923;Intensive mining;A1
2008-2012;1;4.7748;Intensive mining;A1
2008-2012;1;4.3445;Intensive mining;A1
2008-2012;1;3.9295;Intensive mining;A1
2008-2012;1;3.6315;Intensive mining;A1
2008-2012;1;3.5035;Intensive mining;A1
2008-2012;1;3.6058;Intensive mining;A1
2008-2012;1;3.9250;Intensive mining;A1
2008-2012;1;4.3753;Intensive mining;A1
2008-2012;1;4.8863;Intensive mining;A1
2008-2012;1;5.3543;Intensive mining;A1
2008-2012;1;5.0650;Intensive mining;A1
2008-2012;1;4.8430;Intensive mining;A1
2008-2012;1;14.6600;Intensive mining;A1
2008-2012;1;14.6755;Intensive mining;A1
2008-2012;1;24.8253;Intensive mining;A1
2008-2012;1;24.8998;Intensive mining;A1
2008-2012;1;15.0293;Intensive mining;A1
2008-2012;1;15.4778;Intensive mining;A1
2008-2012;1;16.0378;Intensive mining;A1
2008-2012;1;25.3050;Intensive mining;A1
2008-2012;1;25.4128;Intensive mining;A1
2008-2012;1;25.4323;Intensive mining;A1
2008-2012;1;16.7303;Intensive mining;A1
2008-2012;1;16.2638;Intensive mining;A1
2008-2012;1;8.6675;Intensive mining;A1
2008-2012;1;8.7260;Intensive mining;A1
2008-2012;1;7.3473;Intensive mining;A1
2008-2012;1;6.2678;Intensive mining;A1
2008-2012;1;5.5940;Intensive mining;A1
2008-2012;1;5.1573;Intensive mining;A1
2008-2012;1;4.8440;Intensive mining;A1
2012-2016;1;20.4710;Intensive mining;A1
2012-2016;1;19.3275;Intensive mining;A1
2012-2016;1;17.7135;Intensive mining;A1
2012-2016;1;17.4373;Intensive mining;A1
2012-2016;1;18.1085;Intensive mining;A1
2012-2016;1;18.6980;Intensive mining;A1
2012-2016;1;7.4000;Intensive mining;A1
2012-2016;1;6.3185;Intensive mining;A1
2012-2016;1;17.9203;Intensive mining;A1
2012-2016;1;15.4435;Intensive mining;A1
2012-2016;1;15.2268;Intensive mining;A1
2012-2016;1;16.3573;Intensive mining;A1
2012-2016;1;13.9160;Intensive mining;A1
2012-2016;1;9.6425;Intensive mining;A1
2012-2016;1;4.9733;Intensive mining;A1
2012-2016;1;2.2438;Intensive mining;A1
2012-2016;1;4.6950;Intensive mining;A1
2012-2016;1;5.9743;Intensive mining;A1
2012-2016;1;4.7678;Intensive mining;A1
2012-2016;1;2.9485;Intensive mining;A1
2012-2016;1;5.6030;Intensive mining;A1
2012-2016;1;13.4150;Intensive mining;A1
2012-2016;1;22.1828;Intensive mining;A1
2012-2016;1;21.0048;Intensive mining;A1
2012-2016;1;11.6448;Intensive mining;A1
2012-2016;1;36.9643;Intensive mining;A1
2012-2016;1;43.1225;Intensive mining;A1
2012-2016;1;47.4655;Intensive mining;A1
2012-2016;1;20.1750;Intensive mining;A1
2012-2016;1;11.3990;Intensive mining;A1
2012-2016;1;12.1873;Intensive mining;A1
2012-2016;1;8.5785;Intensive mining;A1
2012-2016;1;13.2050;Intensive mining;A1
2012-2016;1;20.0230;Intensive mining;A1
2012-2016;1;24.4930;Intensive mining;A1
2012-2016;1;24.6630;Intensive mining;A1
2012-2016;1;18.4460;Intensive mining;A1
2012-2016;1;18.0623;Intensive mining;A1
2012-2016;1;11.7143;Intensive mining;A1
2012-2016;1;13.7563;Intensive mining;A1
2012-2016;1;34.1815;Intensive mining;A1
2012-2016;1;40.0140;Intensive mining;A1
2012-2016;1;30.4145;Intensive mining;A1
2012-2016;1;13.5525;Intensive mining;A1
2012-2016;1;7.1563;Intensive mining;A1
2012-2016;1;11.1315;Intensive mining;A1
2012-2016;1;25.7928;Intensive mining;A1
2012-2016;1;12.9440;Intensive mining;A1
2012-2016;1;6.8275;Intensive mining;A1
2012-2016;1;11.2375;Intensive mining;A1
2012-2016;1;18.4435;Intensive mining;A1
2012-2016;1;12.2915;Intensive mining;A1
2016-2020;1;3.4045;Intensive mining;A1
2016-2020;1;21.7463;Intensive mining;A1
2016-2020;1;21.5195;Intensive mining;A1
2016-2020;1;3.7220;Intensive mining;A1
2016-2020;1;10.3095;Intensive mining;A1
2016-2020;1;19.6010;Intensive mining;A1
2016-2020;1;31.2368;Intensive mining;A1
2016-2020;1;39.6678;Intensive mining;A1
2016-2020;1;28.7820;Intensive mining;A1
2016-2020;1;25.1323;Intensive mining;A1
2016-2020;1;13.9858;Intensive mining;A1
2016-2020;1;2.6983;Intensive mining;A1
2016-2020;1;8.0758;Intensive mining;A1
2016-2020;1;15.3253;Intensive mining;A1
2016-2020;1;19.0620;Intensive mining;A1
2016-2020;1;20.0908;Intensive mining;A1
2016-2020;1;12.4570;Intensive mining;A1
2016-2020;1;11.2593;Intensive mining;A1
2016-2020;1;17.0963;Intensive mining;A1
2016-2020;1;15.1325;Intensive mining;A1
2016-2020;1;10.7668;Intensive mining;A1
2016-2020;1;12.4215;Intensive mining;A1
2016-2020;1;13.4753;Intensive mining;A1
2016-2020;1;13.4015;Intensive mining;A1
2016-2020;1;12.8993;Intensive mining;A1
2016-2020;1;9.2355;Intensive mining;A1
2016-2020;1;27.8588;Intensive mining;A1
2016-2020;1;24.2375;Intensive mining;A1
2016-2020;1;14.3158;Intensive mining;A1
2016-2020;1;26.2843;Intensive mining;A1
2016-2020;1;25.6175;Intensive mining;A1
2016-2020;1;24.8978;Intensive mining;A1
2016-2020;1;23.1655;Intensive mining;A1
2016-2020;1;25.5698;Intensive mining;A1
2016-2020;1;16.8413;Intensive mining;A1
2016-2020;1;20.9000;Intensive mining;A1
2016-2020;1;21.5020;Intensive mining;A1
2016-2020;1;6.8428;Intensive mining;A1
2016-2020;1;12.6093;Intensive mining;A1
2016-2020;1;32.3428;Intensive mining;A1
2016-2020;1;38.7368;Intensive mining;A1
2016-2020;1;76.0808;Intensive mining;A1
2016-2020;1;99.8880;Intensive mining;A1
1984-1987;2;4.2977;Minimal mining;A1
1984-1987;2;5.2463;Minimal mining;A1
1984-1987;2;5.2963;Minimal mining;A1
1984-1987;2;6.2817;Minimal mining;A1
1984-1987;2;6.2840;Minimal mining;A1
1984-1987;2;6.4163;Minimal mining;A1
1984-1987;2;6.4430;Minimal mining;A1
1984-1987;2;6.7313;Minimal mining;A1
1984-1987;2;6.7400;Minimal mining;A1
1984-1987;2;7.0820;Minimal mining;A1
1984-1987;2;7.3080;Minimal mining;A1
1984-1987;2;7.4050;Minimal mining;A1
1984-1987;2;7.6053;Minimal mining;A1
1984-1987;2;7.9340;Minimal mining;A1
1984-1987;2;8.2007;Minimal mining;A1
1984-1987;2;8.5080;Minimal mining;A1
1984-1987;2;8.6643;Minimal mining;A1
1984-1987;2;8.7860;Minimal mining;A1
1984-1987;2;9.1790;Minimal mining;A1
1984-1987;2;9.2387;Minimal mining;A1
1984-1987;2;9.2950;Minimal mining;A1
1984-1987;2;9.8610;Minimal mining;A1
1984-1987;2;10.0123;Minimal mining;A1
1984-1987;2;10.3780;Minimal mining;A1
1984-1987;2;10.4520;Minimal mining;A1
1984-1987;2;10.7550;Minimal mining;A1
1984-1987;2;10.8120;Minimal mining;A1
1984-1987;2;11.5550;Minimal mining;A1
1984-1987;2;11.6660;Minimal mining;A1
1984-1987;2;12.9057;Minimal mining;A1
1984-1987;2;13.5367;Minimal mining;A1
1984-1987;2;13.8440;Minimal mining;A1
1984-1987;2;14.2090;Minimal mining;A1
1984-1987;2;22.5157;Minimal mining;A1
1984-1987;2;23.8403;Minimal mining;A1
1984-1987;2;24.4833;Minimal mining;A1
1984-1987;2;25.2203;Minimal mining;A1
1984-1987;2;25.4333;Minimal mining;A1
1984-1987;2;25.4860;Minimal mining;A1
1984-1987;2;25.7760;Minimal mining;A1
1984-1987;2;26.2367;Minimal mining;A1
1984-1987;2;26.5243;Minimal mining;A1
1984-1987;2;26.7263;Minimal mining;A1
1984-1987;2;26.9977;Minimal mining;A1
1984-1987;2;27.4477;Minimal mining;A1
1984-1987;2;33.9577;Minimal mining;A1
1984-1987;2;34.6713;Minimal mining;A1
1984-1987;2;34.6793;Minimal mining;A1
1984-1987;2;36.0893;Minimal mining;A1
1987-1992;2;9.8426;Minimal mining;A1
1987-1992;2;11.0500;Minimal mining;A1
1987-1992;2;11.0916;Minimal mining;A1
1987-1992;2;9.0342;Minimal mining;A1
1987-1992;2;12.1736;Minimal mining;A1
1987-1992;2;12.8942;Minimal mining;A1
1987-1992;2;25.9610;Minimal mining;A1
1987-1992;2;20.8958;Minimal mining;A1
1987-1992;2;2.0104;Minimal mining;A1
1987-1992;2;19.5536;Minimal mining;A1
1987-1992;2;20.6898;Minimal mining;A1
1987-1992;2;7.4066;Minimal mining;A1
1987-1992;2;4.8104;Minimal mining;A1
1987-1992;2;20.2488;Minimal mining;A1
1987-1992;2;20.3300;Minimal mining;A1
1987-1992;2;6.3730;Minimal mining;A1
1987-1992;2;22.4422;Minimal mining;A1
1987-1992;2;24.4350;Minimal mining;A1
1987-1992;2;6.7654;Minimal mining;A1
1987-1992;2;5.7620;Minimal mining;A1
1987-1992;2;26.1986;Minimal mining;A1
1987-1992;2;27.8830;Minimal mining;A1
1987-1992;2;9.5886;Minimal mining;A1
1987-1992;2;8.1390;Minimal mining;A1
1987-1992;2;6.5264;Minimal mining;A1
1987-1992;2;5.4108;Minimal mining;A1
1987-1992;2;14.8036;Minimal mining;A1
1987-1992;2;14.3716;Minimal mining;A1
1987-1992;2;5.3548;Minimal mining;A1
1987-1992;2;5.5650;Minimal mining;A1
1987-1992;2;14.9776;Minimal mining;A1
1987-1992;2;14.9398;Minimal mining;A1
1987-1992;2;6.5256;Minimal mining;A1
1987-1992;2;11.8516;Minimal mining;A1
1987-1992;2;10.7212;Minimal mining;A1
1987-1992;2;3.6398;Minimal mining;A1
1987-1992;2;16.2896;Minimal mining;A1
1987-1992;2;16.5506;Minimal mining;A1
1987-1992;2;16.5728;Minimal mining;A1
1987-1992;2;34.1816;Minimal mining;A1
1987-1992;2;30.8658;Minimal mining;A1
1987-1992;2;10.7560;Minimal mining;A1
1987-1992;2;12.6230;Minimal mining;A1
1987-1992;2;19.0262;Minimal mining;A1
1987-1992;2;23.8488;Minimal mining;A1
1987-1992;2;11.9068;Minimal mining;A1
1987-1992;2;16.9222;Minimal mining;A1
1987-1992;2;14.8430;Minimal mining;A1
1987-1992;2;10.3912;Minimal mining;A1
1987-1992;2;10.6148;Minimal mining;A1
1987-1992;2;13.4870;Minimal mining;A1
1987-1992;2;16.3184;Minimal mining;A1
1987-1992;2;7.9758;Minimal mining;A1
1987-1992;2;3.1776;Minimal mining;A1
1987-1992;2;4.2228;Minimal mining;A1
1987-1992;2;17.8742;Minimal mining;A1
1987-1992;2;8.0312;Minimal mining;A1
1992-1996;2;1.3568;Minimal mining;A1
1992-1996;2;1.8978;Minimal mining;A1
1992-1996;2;1.9368;Minimal mining;A1
1992-1996;2;1.9388;Minimal mining;A1
1992-1996;2;2.8848;Minimal mining;A1
1992-1996;2;3.2270;Minimal mining;A1
1992-1996;2;3.2910;Minimal mining;A1
1992-1996;2;3.3323;Minimal mining;A1
1992-1996;2;4.0123;Minimal mining;A1
1992-1996;2;4.1728;Minimal mining;A1
1992-1996;2;4.4775;Minimal mining;A1
1992-1996;2;4.5440;Minimal mining;A1
1992-1996;2;4.7435;Minimal mining;A1
1992-1996;2;5.0020;Minimal mining;A1
1992-1996;2;5.3163;Minimal mining;A1
1992-1996;2;5.3408;Minimal mining;A1
1992-1996;2;5.5303;Minimal mining;A1
1992-1996;2;5.7425;Minimal mining;A1
1992-1996;2;5.7965;Minimal mining;A1
1992-1996;2;5.9058;Minimal mining;A1
1992-1996;2;5.9680;Minimal mining;A1
1992-1996;2;6.0783;Minimal mining;A1
1992-1996;2;6.0805;Minimal mining;A1
1992-1996;2;6.1475;Minimal mining;A1
1992-1996;2;6.1763;Minimal mining;A1
1992-1996;2;6.3393;Minimal mining;A1
1992-1996;2;6.4410;Minimal mining;A1
1992-1996;2;6.4548;Minimal mining;A1
1992-1996;2;6.9418;Minimal mining;A1
1992-1996;2;7.0028;Minimal mining;A1
1992-1996;2;7.5898;Minimal mining;A1
1992-1996;2;7.7098;Minimal mining;A1
1992-1996;2;7.9490;Minimal mining;A1
1992-1996;2;8.0353;Minimal mining;A1
1992-1996;2;8.0935;Minimal mining;A1
1992-1996;2;8.1130;Minimal mining;A1
1992-1996;2;8.2040;Minimal mining;A1
1992-1996;2;8.3410;Minimal mining;A1
1992-1996;2;8.3590;Minimal mining;A1
1992-1996;2;8.3983;Minimal mining;A1
1992-1996;2;8.4435;Minimal mining;A1
1992-1996;2;8.4798;Minimal mining;A1
1992-1996;2;8.5245;Minimal mining;A1
1992-1996;2;8.5533;Minimal mining;A1
1992-1996;2;8.5723;Minimal mining;A1
1992-1996;2;8.7263;Minimal mining;A1
1992-1996;2;8.7598;Minimal mining;A1
1992-1996;2;8.7658;Minimal mining;A1
1992-1996;2;8.7675;Minimal mining;A1
1992-1996;2;8.8385;Minimal mining;A1
1992-1996;2;8.9948;Minimal mining;A1
1992-1996;2;9.0490;Minimal mining;A1
1992-1996;2;9.1090;Minimal mining;A1
1992-1996;2;9.1120;Minimal mining;A1
1992-1996;2;9.2800;Minimal mining;A1
1992-1996;2;9.3215;Minimal mining;A1
1992-1996;2;9.3450;Minimal mining;A1
1992-1996;2;9.4038;Minimal mining;A1
1992-1996;2;9.4980;Minimal mining;A1
1992-1996;2;9.7365;Minimal mining;A1
1992-1996;2;9.7638;Minimal mining;A1
1992-1996;2;9.8290;Minimal mining;A1
1992-1996;2;9.8750;Minimal mining;A1
1992-1996;2;9.9605;Minimal mining;A1
1992-1996;2;10.0743;Minimal mining;A1
1992-1996;2;10.3053;Minimal mining;A1
1992-1996;2;10.3870;Minimal mining;A1
1992-1996;2;10.7108;Minimal mining;A1
1992-1996;2;10.9765;Minimal mining;A1
1992-1996;2;11.1463;Minimal mining;A1
1992-1996;2;11.2350;Minimal mining;A1
1992-1996;2;11.2803;Minimal mining;A1
1992-1996;2;11.2835;Minimal mining;A1
1992-1996;2;11.4298;Minimal mining;A1
1992-1996;2;11.4958;Minimal mining;A1
1992-1996;2;11.7663;Minimal mining;A1
1992-1996;2;12.0453;Minimal mining;A1
1992-1996;2;12.2283;Minimal mining;A1
1992-1996;2;12.2545;Minimal mining;A1
1992-1996;2;12.3275;Minimal mining;A1
1992-1996;2;12.3343;Minimal mining;A1
1992-1996;2;12.6073;Minimal mining;A1
1992-1996;2;12.9995;Minimal mining;A1
1992-1996;2;13.3235;Minimal mining;A1
1992-1996;2;13.5483;Minimal mining;A1
1992-1996;2;13.6075;Minimal mining;A1
1992-1996;2;13.8008;Minimal mining;A1
1992-1996;2;13.8163;Minimal mining;A1
1992-1996;2;13.8293;Minimal mining;A1
1992-1996;2;14.0815;Minimal mining;A1
1992-1996;2;14.2510;Minimal mining;A1
1992-1996;2;15.0105;Minimal mining;A1
1992-1996;2;15.3670;Minimal mining;A1
1992-1996;2;15.7213;Minimal mining;A1
1992-1996;2;16.9708;Minimal mining;A1
1992-1996;2;17.2868;Minimal mining;A1
1992-1996;2;17.8830;Minimal mining;A1
1992-1996;2;18.2778;Minimal mining;A1
1992-1996;2;18.4433;Minimal mining;A1
1992-1996;2;18.7368;Minimal mining;A1
1992-1996;2;19.0228;Minimal mining;A1
1992-1996;2;19.1940;Minimal mining;A1
1992-1996;2;19.5658;Minimal mining;A1
1992-1996;2;19.7898;Minimal mining;A1
1992-1996;2;21.0440;Minimal mining;A1
1992-1996;2;22.3148;Minimal mining;A1
1992-1996;2;22.7240;Minimal mining;A1
1992-1996;2;23.0655;Minimal mining;A1
1992-1996;2;23.1370;Minimal mining;A1
1992-1996;2;23.7228;Minimal mining;A1
1992-1996;2;23.8828;Minimal mining;A1
1992-1996;2;23.9058;Minimal mining;A1
1992-1996;2;25.7195;Minimal mining;A1
1992-1996;2;26.6935;Minimal mining;A1
1992-1996;2;27.4990;Minimal mining;A1
1992-1996;2;28.3868;Minimal mining;A1
1992-1996;2;30.4938;Minimal mining;A1
1992-1996;2;31.0795;Minimal mining;A1
1992-1996;2;32.6465;Minimal mining;A1
1992-1996;2;33.9470;Minimal mining;A1
1992-1996;2;34.2023;Minimal mining;A1
1992-1996;2;34.8193;Minimal mining;A1
1992-1996;2;38.1328;Minimal mining;A1
1992-1996;2;38.8393;Minimal mining;A1
1992-1996;2;39.5908;Minimal mining;A1
1992-1996;2;40.4448;Minimal mining;A1
1992-1996;2;42.6455;Minimal mining;A1
1992-1996;2;46.0628;Minimal mining;A1
1996-2000;2;13.1258;Minimal mining;A1
1996-2000;2;21.1413;Minimal mining;A1
1996-2000;2;29.5430;Minimal mining;A1
1996-2000;2;31.6775;Minimal mining;A1
1996-2000;2;25.5290;Minimal mining;A1
1996-2000;2;18.2630;Minimal mining;A1
1996-2000;2;19.1285;Minimal mining;A1
1996-2000;2;19.0653;Minimal mining;A1
1996-2000;2;9.1165;Minimal mining;A1
1996-2000;2;2.1203;Minimal mining;A1
1996-2000;2;2.6498;Minimal mining;A1
1996-2000;2;11.0775;Minimal mining;A1
1996-2000;2;10.6200;Minimal mining;A1
1996-2000;2;3.1025;Minimal mining;A1
1996-2000;2;2.9335;Minimal mining;A1
1996-2000;2;2.6643;Minimal mining;A1
1996-2000;2;2.3300;Minimal mining;A1
1996-2000;2;1.8600;Minimal mining;A1
1996-2000;2;9.2135;Minimal mining;A1
1996-2000;2;9.2253;Minimal mining;A1
1996-2000;2;0.9160;Minimal mining;A1
1996-2000;2;1.7620;Minimal mining;A1
1996-2000;2;2.9808;Minimal mining;A1
1996-2000;2;4.1668;Minimal mining;A1
1996-2000;2;5.1798;Minimal mining;A1
1996-2000;2;5.9793;Minimal mining;A1
1996-2000;2;6.5463;Minimal mining;A1
1996-2000;2;6.8930;Minimal mining;A1
1996-2000;2;5.5915;Minimal mining;A1
1996-2000;2;4.6520;Minimal mining;A1
